"PWS ID","PWS Name","EPA Region","Primacy Agency","PWS Type","Population Served Count","Cities Served","Counties Served","# of Facilities","# of Violations","# of Site Visits"
"TX0580025","KLONDIKE ISD","Region 6","Texas","Community water system","264","-","Dawson","17","161","12"
"TX0430051","WYLIE NORTHEAST SUD","Region 6","Texas","Community water system","4,557","-","Collin","12","3","9"
"TX1011799","HARRIS COUNTY MUD 180","Region 6","Texas","Community water system","4,494","-","Harris","17","4","6"
"TX1010384","PONDEROSA FOREST UTILITY DISTRICT","Region 6","Texas","Community water system","8,883","-","Harris","38","4","7"
"TX0010004","FRANKSTON RURAL WSC","Region 6","Texas","Community water system","1,575","-","Anderson","39","11","8"
"TX1010603","CYPRESS VILLAGE TRAILER & RV PARK","Region 6","Texas","Community water system","87","-","Harris","9","8","7"
"TX1010691","BLUEBONNET MOBILE HOME PARK","Region 6","Texas","Community water system","93","-","Harris","6","4","9"
"TX1520188","SEVEN ESTATES","Region 6","Texas","Community water system","261","-","Lubbock","24","1969","11"
"TX1010821","FAIRVIEW GARDENS MHP","Region 6","Texas","Community water system","81","-","Harris","9","13","7"
"TX2360029","SHOREWOOD FOREST WATER SYSTEM","Region 6","Texas","Community water system","305","-","Walker","9","2","7"
"TX0940092","MEMORY LANE MHP","Region 6","Texas","Community water system","48","-","Guadalupe","16","24","7"
"TX1010763","SATSUMA PARK VILLA MOBILE HOME PARK","Region 6","Texas","Community water system","28","-","Harris","6","58","7"
"TX0110043","RIVER OAKS TRAILER PARK","Region 6","Texas","Community water system","30","-","Bastrop","12","7","7"
"TX1000056","PINE MEADOW MHC","Region 6","Texas","Community water system","54","-","Hardin","14","48","10"
"TX0200025","BRAZORIA COUNTY FWSD 1 DAMON","Region 6","Texas","Community water system","786","-","Brazoria","11","20","7"
"TX0370020","GALLATIN WSC","Region 6","Texas","Community water system","900","-","Cherokee","17","0","6"
"TX1011522","CY CHAMP PUD","Region 6","Texas","Community water system","6,633","-","Harris","26","1","8"
"TX1050059","CIMARRON PARK WATER","Region 6","Texas","Community water system","2,058","-","Hays","17","1","7"
"TX0190014","OAK GROVE WSC","Region 6","Texas","Community water system","864","-","Bowie","12","5","8"
"TX1070043","DOGWOOD ESTATES WATER COMPANY","Region 6","Texas","Community water system","1,284","-","Henderson","34","10","6"
"TX0360065","OLSEN ESTATES WATER SYSTEM","Region 6","Texas","Community water system","162","-","Chambers","9","43","8"
"TX1010261","HARRIS COUNTY FWSD 27","Region 6","Texas","Community water system","2,121","-","Harris","10","1","7"
"TX1620003","MAVERICK COUNTY AIRPORT WATER WORKS","Region 6","Texas","Community water system","990","-","Maverick","14","135","16"
"TX0950065","SETH WARD WSC","Region 6","Texas","Community water system","1,701","-","Hale","16","16","11"
"TX0740039","MCCRAW CHAPEL WSC","Region 6","Texas","Community water system","252","-","Fannin","5","10","9"
"TX1010359","HARRIS COUNTY WCID 109","Region 6","Texas","Community water system","6,477","-","Harris","33","6","8"
"TX2420001","SHAMROCK MUNICIPAL WATER SYSTEM","Region 6","Texas","Community water system","1,946","-","Wheeler","28","36","11"
"TX2370006","ROLLING HILLS COLONY WATER SYSTEM","Region 6","Texas","Community water system","594","-","Waller","11","3","9"
"TX0200361","ANGLECREST SUBDIVISION","Region 6","Texas","Community water system","228","-","Brazoria","11","1","9"
"TX0200139","RIVER OAKS","Region 6","Texas","Community water system","141","-","Brazoria","9","2","9"
"TX0200043","BERNARD RIVER OAKS","Region 6","Texas","Community water system","48","-","Brazoria","6","3","7"
"TX0200042","JONES CREEKWOOD","Region 6","Texas","Community water system","51","-","Brazoria","6","4","10"
"TX0200017","BLACKS FERRY WATER","Region 6","Texas","Community water system","81","-","Brazoria","8","18","9"
"TX2200063","CITY OF NORTH RICHLAND HILLS","Region 6","Texas","Community water system","66,300","-","Tarrant","68","7","9"
"TX2270403","TRAVIS COUNTY MUD 18","Region 6","Texas","Community water system","843","-","Travis","8","2","1"
"TX1210001","CITY OF JASPER","Region 6","Texas","Community water system","10,388","-","Jasper","49","6","9"
"TX0030010","RAYLAKE WSC","Region 6","Texas","Community water system","51","-","Angelina","14","8","6"
"TX1160015","B H P WSC","Region 6","Texas","Community water system","4,947","-","Hunt","16","20","9"
"TX0140024","BELL COUNTY WCID 5","Region 6","Texas","Community water system","438","-","Bell","10","5","6"
"TX0790324","CINCO MUD 8","Region 6","Texas","Community water system","4,632","-","Fort Bend","5","0","8"
"TX0190006","CITY OF NASH","Region 6","Texas","Community water system","3,450","-","Bowie","12","12","9"
"TX0570032","CITY OF BALCH SPRINGS","Region 6","Texas","Community water system","23,500","-","Dallas","25","15","10"
"TX0110001","CITY OF BASTROP","Region 6","Texas","Community water system","9,557","-","Bastrop","45","24","7"
"TX1013576","HARRIS COUNTY MUD 457","Region 6","Texas","Community water system","102","-","Harris","4","0","0"
"TX1011430","HARRIS COUNTY MUD 157","Region 6","Texas","Community water system","10,956","-","Harris","39","2","7"
"TX0840044","BOLIVAR PENINSULA SUD","Region 6","Texas","Community water system","17,328","-","Galveston","44","23","6"
"TX2330021","DEVILS SHORES WSC","Region 6","Texas","Community water system","97","-","Val Verde","14","17","6"
"TX1830012","REHOBETH WSC","Region 6","Texas","Community water system","1,068","-","Panola","9","7","8"
"TX2120017","LINDALE RURAL WSC","Region 6","Texas","Community water system","12,621","-","Smith","40","4","7"
"TX2340033","TOE WATER SUPPLY CORPORATION","Region 6","Texas","Community water system","258","-","Van Zandt","17","38","7"
"TX1890011","CANDELARIA WSC","Region 6","Texas","Community water system","84","-","Presidio","10","421","9"
"TX1530004","CITY OF NEW HOME","Region 6","Texas","Community water system","334","-","Lynn","13","142","12"
"TX1500015","CITY OF HORSESHOE BAY","Region 6","Texas","Community water system","8,041","-","Llano","28","29","11"
"TX2140006","CITY OF LA GRULLA","Region 6","Texas","Community water system","9,549","-","Starr","18","69","16"
"TX0130016","SOUTH TEXAS CHILDRENS HOME","Region 6","Texas","Community water system","150","-","Bee","12","4","8"
"TX1500012","KINGSLAND WSC","Region 6","Texas","Community water system","9,798","-","Llano","34","15","14"
"TX1500004","KINGSLAND WSC COMANCHE RANCHERIAS","Region 6","Texas","Community water system","330","-","Llano","18","4","7"
"TX0580011","CITY OF ACKERLY","Region 6","Texas","Community water system","245","-","Dawson","16","66","10"
"TX2510001","CITY OF DENVER CITY","Region 6","Texas","Community water system","4,636","-","Yoakum","37","17","10"
"TX1700690","DEL LAGO ESTATES WSC","Region 6","Texas","Community water system","189","-","Montgomery","12","6","5"
"TX0570031","TOWN OF ADDISON","Region 6","Texas","Community water system","15,457","-","Dallas","20","4","10"
"TX1110016","SKY HARBOUR WSC","Region 6","Texas","Community water system","1,083","-","Hood","23","14","8"
"TX0610223","MEADOW RANCH WATER SYSTEM","Region 6","Texas","Community water system","36","-","Denton","10","1","8"
"TX0610179","DOUBLE ROCK ESTATES","Region 6","Texas","Community water system","88","-","Denton","9","1","8"
"TX0310152","NORTH CAMERON REGIONAL WATER TREATMENT F","Region 6","Texas","Community water system","0","-","Cameron","11","2","5"
"TX0030004","CITY OF LUFKIN","Region 6","Texas","Community water system","42,796","-","Angelina","44","10","7"
"TX0140002","CITY OF BELTON","Region 6","Texas","Community water system","21,214","-","Bell","12","4","7"
"TX1540002","LOHN WSC","Region 6","Texas","Community water system","213","-","McCulloch","10","18","10"
"TX2200031","CITY OF EULESS","Region 6","Texas","Community water system","54,219","-","Tarrant","56","5","11"
"TX0270036","CITY OF MEADOWLAKES","Region 6","Texas","Community water system","1,950","-","Burnet","13","6","13"
"TX2280016","WESTWOOD SHORES MUD","Region 6","Texas","Community water system","1,880","-","Trinity","21","14","11"
"TX0790520","CITY OF ARCOLA","Region 6","Texas","Community water system","1,642","-","Fort Bend","4","0","1"
"TX0490019","MYRA WATER SYSTEM","Region 6","Texas","Community water system","210","-","Cooke","20","39","11"
"TX1010354","CYPRESS BROOK ESTATES","Region 6","Texas","Community water system","81","-","Harris","6","54","5"
"TX0570007","CITY OF DUNCANVILLE","Region 6","Texas","Community water system","39,826","-","Dallas","28","12","9"
"TX1050081","GOLDENWOOD WEST WSC","Region 6","Texas","Community water system","462","-","Hays","14","17","13"
"TX1070144","CEDARVIEW ESTATES","Region 6","Texas","Community water system","192","-","Henderson","6","96","6"
"TX1070041","DIXIE ISLE WATER SYSTEM","Region 6","Texas","Community water system","738","-","Henderson","42","206","6"
"TX1070007","CLEAR CREEK RESORT WATER SYSTEM","Region 6","Texas","Community water system","378","-","Henderson","12","54","6"
"TX2120107","THE RESERVE","Region 6","Texas","Community water system","51","-","Smith","9","65","5"
"TX2120097","EAST LAKE WOODS","Region 6","Texas","Community water system","351","-","Smith","10","44","6"
"TX1070215","ESQUIRE ESTATES II","Region 6","Texas","Community water system","126","-","Henderson","6","93","6"
"TX1070207","POINT LA VISTA","Region 6","Texas","Community water system","630","-","Henderson","11","78","6"
"TX1070202","HIDDEN ACRES WATER SYSTEM","Region 6","Texas","Community water system","66","-","Henderson","8","49","7"
"TX1070181","LAKE VISTA VILLAGE","Region 6","Texas","Community water system","126","-","Henderson","7","47","6"
"TX0790014","CITY OF BEASLEY","Region 6","Texas","Community water system","732","-","Fort Bend","11","5","8"
"TX1430003","CITY OF SHINER","Region 6","Texas","Community water system","2,219","-","Lavaca","25","1","10"
"TX1660001","CITY OF CAMERON","Region 6","Texas","Community water system","5,510","-","Milam","16","62","10"
"TX0840028","GALVESTON COUNTY WCID 19","Region 6","Texas","Community water system","564","-","Galveston","6","26","8"
"TX0370001","CITY OF ALTO","Region 6","Texas","Community water system","1,225","-","Cherokee","21","71","8"
"TX0050001","CITY OF ARCHER CITY","Region 6","Texas","Community water system","1,848","-","Archer","11","27","12"
"TX1070038","CANEY COVE WATER SYSTEM","Region 6","Texas","Community water system","66","-","Henderson","10","5","7"
"TX2460001","CITY OF GEORGETOWN","Region 6","Texas","Community water system","98,776","-","Williamson","121","5","11"
"TX1700648","WOODLAND OAKS SUBDIVISION","Region 6","Texas","Community water system","3,666","-","Montgomery","24","1","6"
"TX0110045","K & K WATER COMPANY","Region 6","Texas","Community water system","213","-","Bastrop","9","39","8"
"TX0790382","FORT BEND COUNTY MUD 119","Region 6","Texas","Community water system","5,289","-","Fort Bend","18","0","7"
"TX1020022","LEIGH WSC-RURAL","Region 6","Texas","Community water system","3,099","-","Harrison","48","7","7"
"TX0740021","BARTLEY WOODS WSC","Region 6","Texas","Community water system","699","-","Fannin","11","32","10"
"TX0270021","SILVER CREEK VILLAGE WSC","Region 6","Texas","Community water system","321","-","Burnet","13","64","7"
"TX0610208","LAST RESORT PROPERTIES","Region 6","Texas","Community water system","75","-","Denton","6","77","9"
"TX1013011","H2O TECH INC WATER SYSTEM","Region 6","Texas","Community water system","54","-","Harris","7","52","5"
"TX0790438","CINCO SOUTHWEST MUD 1","Region 6","Texas","Community water system","102","-","Fort Bend","25","0","5"
"TX1010145","NITSCH & SON UTILITY","Region 6","Texas","Community water system","2,142","-","Harris","12","1","7"
"TX0260012","CENTERLINE WSC","Region 6","Texas","Community water system","105","-","Burleson","11","148","7"
"TX1010322","WHITE OAK MANOR MOBILE HOME PARK","Region 6","Texas","Community water system","630","-","Harris","16","17","8"
"TX1130020","RATCLIFF WSC","Region 6","Texas","Community water system","265","-","Houston","10","15","8"
"TX1020088","CYPRESS VALLEY WSC PLANT 2","Region 6","Texas","Community water system","675","-","Harrison","8","29","8"
"TX1020020","CYPRESS VALLEY WSC PLANT 1","Region 6","Texas","Community water system","738","-","Harrison","19","37","9"
"TX1010919","CYPRESS FOREST PUD","Region 6","Texas","Community water system","6,387","-","Harris","22","2","8"
"TX1080029","NORTH ALAMO WSC","Region 6","Texas","Community water system","138,855","-","Hidalgo","136","27","19"
"TX2000001","CITY OF BALLINGER","Region 6","Texas","Community water system","3,767","-","Runnels","21","66","13"
"TX0680002","CITY OF ODESSA","Region 6","Texas","Community water system","97,802","-","Ector","39","9","18"
"TX0570048","CITY OF GRAND PRAIRIE","Region 6","Texas","Community water system","187,050","-","Dallas","95","6","8"
"TX1012965","HARRIS COUNTY MUD 354","Region 6","Texas","Community water system","6,939","-","Harris","5","9","8"
"TX0100072","THE FALLS WSC","Region 6","Texas","Community water system","180","-","Bandera","32","3","9"
"TX0840006","CITY OF LA MARQUE","Region 6","Texas","Community water system","15,154","-","Galveston","41","9","8"
"TX0100013","MEDINA WSC","Region 6","Texas","Community water system","810","-","Bandera","19","31","8"
"TX2200105","FRIENDLY OAKS WSC","Region 6","Texas","Community water system","122","-","Tarrant","9","19","9"
"TX1700803","NEW DANVILLE COMMUNITY","Region 6","Texas","Community water system","126","-","Montgomery","12","69","2"
"TX1330167","SHERMANS MILL","Region 6","Texas","Community water system","42","-","Kerr","11","21","4"
"TX2330050","DEL GRANDE MOBILE HOME PARK","Region 6","Texas","Community water system","288","-","Val Verde","11","34","8"
"TX1700755","IS ZEN CENTER LOTUS LAKE","Region 6","Texas","Community water system","187","-","Montgomery","7","7","3"
"TX0370004","CITY OF WELLS","Region 6","Texas","Community water system","769","-","Cherokee","11","11","8"
"TX1810186","ORANGEFIELD WSC","Region 6","Texas","Community water system","6,270","-","Orange","18","14","7"
"TX1660018","ALCOA RAW WATER SOURCE","Region 6","Texas","Community water system","0","-","Milam","18","0","3"
"TX1380003","CITY OF MUNDAY","Region 6","Texas","Community water system","1,300","-","Knox","15","29","7"
"TX0370028","CITY OF NEW SUMMERFIELD","Region 6","Texas","Community water system","1,350","-","Cherokee","15","60","10"
"TX0280001","CITY OF LOCKHART","Region 6","Texas","Community water system","14,214","-","Caldwell","33","1","7"
"TX0120004","BAYLOR WSC","Region 6","Texas","Community water system","2,578","-","Baylor","30","20","8"
"TX0120001","CITY OF SEYMOUR","Region 6","Texas","Community water system","2,350","-","Baylor","56","16","8"
"TX0740007","CITY OF ECTOR","Region 6","Texas","Community water system","960","-","Fannin","17","0","8"
"TX1000055","WEST HARDIN WSC","Region 6","Texas","Community water system","3,850","-","Hardin","37","6","10"
"TX1750004","CITY OF FROST","Region 6","Texas","Community water system","750","-","Navarro","20","18","10"
"TX1480002","DARROUZETT MUNICIPAL WATER SYSTEM","Region 6","Texas","Community water system","350","-","Lipscomb","10","86","11"
"TX2270038","TRAVIS COUNTY WCID POINT VENTURE","Region 6","Texas","Community water system","1,765","-","Travis","9","17","12"
"TX2200199","TRA TARRANT COUNTY WATER PROJECT","Region 6","Texas","Community water system","0","-","Tarrant","37","3","15"
"TX1010684","HARRIS COUNTY WCID 99","Region 6","Texas","Community water system","1,506","-","Harris","14","2","6"
"TX0250017","MAY WSC","Region 6","Texas","Community water system","369","-","Brown","13","7","6"
"TX0700033","ROCKETT SUD","Region 6","Texas","Community water system","37,038","-","Ellis","83","12","8"
"TX1820010","SANTO SUD","Region 6","Texas","Community water system","2,775","-","Palo Pinto","25","5","9"
"TX0610023","TOWN OF FLOWER MOUND","Region 6","Texas","Community water system","64,669","-","Denton","31","8","9"
"TX1012068","WEST HARRIS COUNTY MUD 10","Region 6","Texas","Community water system","6,858","-","Harris","20","4","7"
"TX1020063","CLEARWATER DISTRIBUTION","Region 6","Texas","Community water system","252","-","Harrison","12","45","9"
"TX2100011","MCCLELLAND WSC","Region 6","Texas","Community water system","1,494","-","Shelby","14","15","8"
"TX1013612","HARRIS COUNTY WCID 161","Region 6","Texas","Community water system","705","-","Harris","4","3","0"
"TX1710002","CITY OF SUNRAY","Region 6","Texas","Community water system","1,950","-","Moore","20","4","9"
"TX1960003","TOWN OF WOODSBORO","Region 6","Texas","Community water system","1,512","-","Refugio","16","34","9"
"TX1550029","H & H WSC","Region 6","Texas","Community water system","1,617","-","McLennan","14","1","6"
"TX2490001","CITY OF ALVORD","Region 6","Texas","Community water system","2,109","-","Wise","32","24","8"
"TX2210004","VIEW-CAPS WSC","Region 6","Texas","Community water system","2,421","-","Taylor","33","2","7"
"TX1011745","NORTHWEST HARRIS COUNTY MUD 22","Region 6","Texas","Community water system","3,138","-","Harris","7","0","8"
"TX2010038","GOODSPRINGS WSC PLANT C","Region 6","Texas","Community water system","384","-","Rusk","13","14","6"
"TX2010016","GOODSPRINGS WSC","Region 6","Texas","Community water system","2,346","-","Rusk","38","20","6"
"TX0940001","CITY OF MARION","Region 6","Texas","Community water system","2,250","-","Guadalupe","12","5","8"
"TX1110011","CITY OF LIPAN","Region 6","Texas","Community water system","435","-","Hood","18","9","8"
"TX2410001","WHARTON COUNTY WCID 2","Region 6","Texas","Community water system","2,253","-","Wharton","24","4","11"
"TX1330017","WILDERNESS THE","Region 6","Texas","Community water system","175","-","Kerr","20","6","6"
"TX1490001","CITY OF GEORGE WEST","Region 6","Texas","Community water system","2,400","-","Live Oak","24","25","8"
"TX0270124","WHITEWATER SPRINGS WATER SYSTEM","Region 6","Texas","Community water system","288","-","Burnet","11","7","6"
"TX1450007","CITY OF JEWETT","Region 6","Texas","Community water system","1,136","-","Leon","14","5","7"
"TX1010884","NORTHWEST HARRIS COUNTY MUD 5","Region 6","Texas","Community water system","16,368","-","Harris","49","6","12"
"TX1090036","CEDAR CREST COLONY WSC","Region 6","Texas","Community water system","177","-","Hill","11","1","7"
"TX0430037","BEAR CREEK SUD","Region 6","Texas","Community water system","6,627","-","Collin","23","2","9"
"TX1010548","HEATHERLOCH MUD","Region 6","Texas","Community water system","6,612","-","Harris","19","11","8"
"TX2050004","CITY OF ODEM","Region 6","Texas","Community water system","2,500","-","San Patricio","12","5","7"
"TX0950014","COTTON CENTER WSC","Region 6","Texas","Community water system","250","-","Hale","10","16","9"
"TX0490003","CITY OF LINDSAY","Region 6","Texas","Community water system","1,338","-","Cooke","19","13","9"
"TX1013429","CENTRAL HARRIS COUNTY REGIONAL WATER AUT","Region 6","Texas","Community water system","0","-","Harris","5","0","2"
"TX2350006","VICTORIA COUNTY WCID 2","Region 6","Texas","Community water system","822","-","Victoria","12","103","8"
"TX0010029","TUCKER WSC","Region 6","Texas","Community water system","1,494","-","Anderson","22","23","8"
"TX1010298","NORTH FOREST MUD","Region 6","Texas","Community water system","1,545","-","Harris","15","9","7"
"TX1012229","HARRIS COUNTY MUD 127","Region 6","Texas","Community water system","5,147","-","Harris","17","5","8"
"TX0740006","CITY OF SAVOY","Region 6","Texas","Community water system","831","-","Fannin","15","12","8"
"TX1520292","HEARTLAND HOUSE","Region 6","Texas","Community water system","26","-","Lubbock","5","34","2"
"TX1700676","HIGHLINE OAKS WATER UTILITY","Region 6","Texas","Community water system","114","-","Montgomery","7","35","7"
"TX1700632","SHADY OAKS ESTATES","Region 6","Texas","Community water system","648","-","Montgomery","21","20","3"
"TX1700427","EVERETT SQUARE WINDCREST ESTATES","Region 6","Texas","Community water system","261","-","Montgomery","12","22","6"
"TX1700208","WASHINGTON COUNTY RAILROAD","Region 6","Texas","Community water system","648","-","Montgomery","15","10","8"
"TX1700074","MONTGOMERY PLACE WATER SYSTEM","Region 6","Texas","Community water system","180","-","Montgomery","10","29","7"
"TX1013239","TIMBER CREEK ESTATES","Region 6","Texas","Community water system","54","-","Harris","7","15","5"
"TX0840009","GALVESTON COUNTY WCID 8","Region 6","Texas","Community water system","6,732","-","Galveston","27","4","9"
"TX1500117","RIO VISTA RESORT","Region 6","Texas","Community water system","150","-","Llano","11","9","12"
"TX1160091","4 R RANCH WATER 2","Region 6","Texas","Community water system","214","-","Hunt","24","8","11"
"TX1160007","CITY OF QUINLAN","Region 6","Texas","Community water system","2,238","-","Hunt","26","8","12"
"TX2500020","SHARON WSC","Region 6","Texas","Community water system","8,130","-","Wood","62","5","6"
"TX0100062","RANCH HILLS WSC","Region 6","Texas","Community water system","114","-","Bandera","8","25","7"
"TX0430004","CITY OF FARMERSVILLE","Region 6","Texas","Community water system","3,301","-","Collin","13","12","8"
"TX0660015","DUVAL COUNTY CRD CONCEPCION","Region 6","Texas","Community water system","161","-","Duval","9","44","7"
"TX0660014","DUVAL COUNTY CRD REALITOS","Region 6","Texas","Community water system","209","-","Duval","7","31","7"
"TX0660001","DUVAL COUNTY CRD BENAVIDES","Region 6","Texas","Community water system","1,362","-","Duval","22","119","9"
"TX1080003","CITY OF EDCOUCH","Region 6","Texas","Community water system","2,878","-","Hidalgo","13","45","15"
"TX1050137","HAYS COUNTY WCID 1","Region 6","Texas","Community water system","2,505","-","Hays","6","2","5"
"TX2270220","NAMELESS HOLLOW CONDOMINIUMS","Region 6","Texas","Community water system","210","-","Travis","12","57","6"
"TX1010719","HARRIS COUNTY MUD 50","Region 6","Texas","Community water system","4,173","-","Harris","25","17","8"
"TX0460036","CITY OF NEW BRAUNFELS OAKVIEW SUBDIVISIO","Region 6","Texas","Community water system","216","-","Comal","12","1","8"
"TX2120063","SOUTHERN UTILITIES","Region 6","Texas","Community water system","59,154","-","Smith","194","5","7"
"TX2010018","SOUTHERN UTILITIES LAIRD HILL","Region 6","Texas","Community water system","426","-","Rusk","11","2","5"
"TX1020074","HARLETON WSC","Region 6","Texas","Community water system","3,765","-","Harrison","24","24","8"
"TX2360069","WALKER COUNTY SUD D","Region 6","Texas","Community water system","1,770","-","Walker","14","2","7"
"TX1520002","LUBBOCK PUBLIC WATER SYSTEM","Region 6","Texas","Community water system","235,398","-","Lubbock","379","1","17"
"TX2270386","KELLY LANE WCID 2","Region 6","Texas","Community water system","1,221","-","Travis","5","0","0"
"TX0810022","DONIE WATER WORKS","Region 6","Texas","Community water system","250","-","Freestone","10","2","6"
"TX0190002","CITY OF HOOKS","Region 6","Texas","Community water system","2,970","-","Bowie","12","5","8"
"TX0790306","CINCO MUD 2","Region 6","Texas","Community water system","5,163","-","Fort Bend","5","0","9"
"TX1740003","CITY OF NACOGDOCHES","Region 6","Texas","Community water system","33,687","-","Nacogdoches","69","18","12"
"TX0610191","CREEKSIDE WATER SYSTEM","Region 6","Texas","Community water system","1,752","-","Denton","12","16","7"
"TX2490018","T L WATER JONES ACRES","Region 6","Texas","Community water system","120","-","Wise","13","361","4"
"TX2330022","HOLIDAY TRAV L PARK","Region 6","Texas","Community water system","660","-","Val Verde","9","134","5"
"TX1700798","TEXAS LANDING UTILITIES DEERWOOD","Region 6","Texas","Community water system","162","-","Montgomery","10","0","2"
"TX1700744","TEXAS LANDING UTILITIES GOODE CITY","Region 6","Texas","Community water system","141","-","Montgomery","9","2","3"
"TX1870151","TEXAS LANDING UTILITIES","Region 6","Texas","Community water system","360","-","Polk","16","4","8"
"TX0910014","CITY OF SADLER","Region 6","Texas","Community water system","582","-","Grayson","13","2","8"
"TX1700197","SJRA THE WOODLANDS","Region 6","Texas","Community water system","0","-","Montgomery","103","0","10"
"TX1020018","NORTH HARRISON WSC","Region 6","Texas","Community water system","1,503","-","Harrison","20","11","8"
"TX0610085","STONEBRIDGE WSC","Region 6","Texas","Community water system","48","-","Denton","13","1","8"
"TX1830001","CITY OF CARTHAGE","Region 6","Texas","Community water system","6,854","-","Panola","26","89","16"
"TX0010001","CITY OF PALESTINE","Region 6","Texas","Community water system","27,477","-","Anderson","25","19","18"
"TX0930006","GRASSY CREEK MOBILE HOME PARK","Region 6","Texas","Community water system","177","-","Grimes","9","9","6"
"TX1750003","CITY OF DAWSON","Region 6","Texas","Community water system","807","-","Navarro","13","3","8"
"TX0140162","BLUEBONNET WSC","Region 6","Texas","Community water system","0","-","Bell","28","7","11"
"TX0150010","CITY OF KIRBY","Region 6","Texas","Community water system","9,576","-","Bexar","18","4","7"
"TX1380011","CITY OF BENJAMIN","Region 6","Texas","Community water system","264","-","Knox","21","52","7"
"TX1780003","CITY OF CORPUS CHRISTI","Region 6","Texas","Community water system","325,733","-","Nueces","61","14","15"
"TX0750001","CITY OF FAYETTEVILLE","Region 6","Texas","Community water system","792","-","Fayette","10","3","7"
"TX0460193","ESPINAZO DEL DIABLO","Region 6","Texas","Community water system","45","-","Comal","15","17","2"
"TX0720058","ALFORD RENTALS","Region 6","Texas","Community water system","120","-","Erath","11","3","2"
"TX0820016","DERBY ING","Region 6","Texas","Community water system","114","-","Frio","9","413","10"
"TX0200183","LAKE JACKSON MOBILE HOME PARK & RV","Region 6","Texas","Community water system","93","-","Brazoria","12","78","5"
"TX0020001","CITY OF ANDREWS","Region 6","Texas","Community water system","11,088","-","Andrews","52","154","13"
"TX1040003","CITY OF RULE","Region 6","Texas","Community water system","636","-","Haskell","13","31","8"
"TX1610007","MATAGORDA COUNTY WCID 6","Region 6","Texas","Community water system","1,392","-","Matagorda","12","10","7"
"TX1011861","ROLLING OAKS","Region 6","Texas","Community water system","285","-","Harris","10","4","7"
"TX1011084","BOUDREAUX GARDENS","Region 6","Texas","Community water system","123","-","Harris","12","27","6"
"TX1011014","BRITTMOORE UTILITY","Region 6","Texas","Community water system","3,732","-","Harris","28","4","7"
"TX1010947","CRICKETT HILL ESTATES","Region 6","Texas","Community water system","123","-","Harris","7","2","7"
"TX1010915","NORTH WOODS ESTATES","Region 6","Texas","Community water system","102","-","Harris","6","0","6"
