"PWS ID","PWS Name","EPA Region","Primacy Agency","PWS Type","Population Served Count","Cities Served","Counties Served","# of Facilities","# of Violations","# of Site Visits"
"TX1011865","TASFIELD","Region 6","Texas","Community water system","219","-","-","4","1","7"
"TX1010915","NORTH WOODS ESTATES","Region 6","Texas","Community water system","102","-","-","5","0","6"
"TX1010947","CRICKETT HILL ESTATES","Region 6","Texas","Community water system","123","-","-","6","2","7"
"TX1330147","CHERRY RIDGE WATER","Region 6","Texas","Community water system","75","-","-","9","0","5"
"TX1330155","SADDLEWOOD SUBDIVISION","Region 6","Texas","Community water system","339","-","-","8","0","5"
"TX1330156","CYPRESS SPRINGS","Region 6","Texas","Community water system","183","-","-","12","0","5"
"TX1460096","OAK MEADOWS II SUBDIVISION","Region 6","Texas","Community water system","105","-","-","5","26","7"
"TX1460100","OAK MEADOWS III SUBDIVISION","Region 6","Texas","Community water system","141","-","-","5","23","7"
"TX0610220","STONY HILLS WATER SYSTEM","Region 6","Texas","Community water system","216","-","-","9","0","4"
"TX2270114","MOORELAND SUBDIVISION","Region 6","Texas","Community water system","153","-","-","10","0","6"
"TX1840130","SADDLE CLUB ESTATES","Region 6","Texas","Community water system","432","-","-","17","60","6"
"TX1840133","BOLING RANCH ESTATES","Region 6","Texas","Community water system","432","-","-","15","0","7"
"TX1840138","WOODLANDS OF PARKER COUNTY & OLD BANK","Region 6","Texas","Community water system","243","-","-","14","1","6"
"TX1700015","LAIRD ESTATES","Region 6","Texas","Community water system","51","-","-","6","0","7"
"TX1700040","ENCHANTED FOREST","Region 6","Texas","Community water system","54","-","-","6","0","8"
"TX1700041","LAKE CONROE WEST","Region 6","Texas","Community water system","171","-","-","8","0","7"
"TX1070074","CARRIZO WATER CORP FOREST GROVE","Region 6","Texas","Community water system","915","-","-","16","6","6"
"TX1700173","HIDDEN FOREST ESTATES","Region 6","Texas","Community water system","330","-","-","9","8","7"
"TX1110070","CANYON CREEK ADDITION","Region 6","Texas","Community water system","906","-","-","13","64","9"
"TX1110084","RIDGE UTILITIES","Region 6","Texas","Community water system","327","-","-","8","22","8"
"TX0200190","CENTENNIAL PLACE","Region 6","Texas","Community water system","96","-","-","6","2","8"
"TX0200347","MEADOWLAND SUBDIVISION","Region 6","Texas","Community water system","351","-","-","8","2","9"
"TX0200271","MEADOWLARK SUBDIVISION","Region 6","Texas","Community water system","105","-","-","9","2","6"
"TX0200219","QUAIL MEADOWS SUBDIVISION","Region 6","Texas","Community water system","108","-","-","9","7","8"
"TX1610017","TRES PALACIOS OAKS SUBDIVISION","Region 6","Texas","Community water system","603","-","-","11","1","6"
"TX1460145","TOWERING OAKS I","Region 6","Texas","Community water system","127","-","-","5","23","7"
"TX0270141","RIO ANCHO SUBDIVISION","Region 6","Texas","Community water system","177","-","-","10","3","2"
"TX1260092","GARDEN ACRES","Region 6","Texas","Community water system","66","-","-","12","2","10"
"TX0610233","PONDEROSA RANCH","Region 6","Texas","Community water system","420","-","-","16","1","8"
"TX1550125","TUBBS WATER SYSTEM","Region 6","Texas","Community water system","75","-","-","8","0","6"
"TX1700670","WHITE OAK RANCH SECTION ONE","Region 6","Texas","Community water system","177","-","-","9","5","5"
"TX1780019","GOLDEN ACRES WATER CO","Region 6","Texas","Community water system","189","-","-","13","26","6"
"TX1460102","CEDAR ESTATES SUBDIVISION","Region 6","Texas","Community water system","246","-","-","9","2","6"
"TX2200208","LUNAR LANE WATER SYSTEM","Region 6","Texas","Community water system","681","-","-","24","0","7"
"TX2200277","SILVER CREEK ESTATES","Region 6","Texas","Community water system","147","-","-","9","5","9"
"TX2200291","RANCH OAKS SUBDIVISION","Region 6","Texas","Community water system","495","-","-","18","1","8"
"TX2200184","AVONDALE HEIGHTS","Region 6","Texas","Community water system","405","-","-","21","2","7"
"TX2200045","COTTONWOOD HILLS ESTATES","Region 6","Texas","Community water system","219","-","-","18","2","8"
"TX2200061","LINKWOOD ESTATES SUBDIVISION","Region 6","Texas","Community water system","381","-","-","17","2","8"
"TX2470022","EAGLE CREEK RANCH","Region 6","Texas","Community water system","2,346","-","-","16","2","5"
"TX1550089","RIVERCREST WATER CO","Region 6","Texas","Community water system","291","-","-","9","0","5"
"TX1550126","GOODALL WATER SYSTEM","Region 6","Texas","Community water system","171","-","-","8","0","6"
"TX1550129","NORTH BOSQUE ESTATES WATER SUPPLY","Region 6","Texas","Community water system","297","-","-","10","0","5"
"TX1550130","BEHRINGER WATER SYSTEM","Region 6","Texas","Community water system","72","-","-","8","0","6"
"TX2120045","ENCHANTED LAKES WATER SYSTEM","Region 6","Texas","Community water system","456","-","-","9","1","7"
"TX2120077","WWWW WATER SYSTEM","Region 6","Texas","Community water system","117","-","-","8","2","6"
"TX1700641","TIMBERLOCH ESTATES","Region 6","Texas","Community water system","645","-","-","10","1","6"
"TX1700651","INDIGO RANCH","Region 6","Texas","Community water system","345","-","-","8","0","4"
"TX1700657","WOODLAND RANCH","Region 6","Texas","Community water system","294","-","-","9","3","4"
"TX1610033","TIDEWATER OAKS SUBDIVISION","Region 6","Texas","Community water system","234","-","-","8","2","6"
"TX2200186","FOREST ACRES GARDENS","Region 6","Texas","Community water system","405","-","-","9","48","8"
"TX1700665","GREENFIELD FOREST","Region 6","Texas","Community water system","1,485","-","-","19","0","4"
"TX2350005","BRENTWOOD SUBDIVISION","Region 6","Texas","Community water system","456","-","-","11","13","5"
"TX1070247","SAFARI WATER SYSTEM","Region 6","Texas","Community water system","462","-","-","10","1","3"
"TX2490057","HIGHLAND HILLS","Region 6","Texas","Community water system","87","-","-","13","0","4"
"TX0790423","LAKES OF MISSION GROVE","Region 6","Texas","Community water system","138","-","-","8","17","3"
"TX2040038","CAMILLA TWIN HARBOR","Region 6","Texas","Community water system","545","-","-","23","2","6"
"TX1630026","COUNTRY VIEW ESTATES","Region 6","Texas","Community water system","300","-","-","17","0","6"
"TX1700216","OAKWOOD ACRES","Region 6","Texas","Community water system","225","-","-","9","1","7"
"TX0910139","HERITAGE ESTATES","Region 6","Texas","Community water system","57","-","-","11","2","3"
"TX2270282","BARTON CREEK LAKESIDE","Region 6","Texas","Community water system","792","-","-","21","3","6"
"TX1460115","SOUTH DAYTON OAKS","Region 6","Texas","Community water system","69","-","-","7","6","5"
"TX1460136","DAYTON OAKS ESTATE","Region 6","Texas","Community water system","216","-","-","9","3","6"
"TX1460141","DAYTON CREEK WATER SYSTEM","Region 6","Texas","Community water system","225","-","-","9","1","7"
"TX1013153","IMPERIAL VALLEY MHC","Region 6","Texas","Community water system","450","-","-","9","0","4"
"TX1013159","HUNTERS VILLAGE SUBDIVISION","Region 6","Texas","Community water system","90","-","-","5","4","4"
"TX1012806","ALTON THEISS SUBDIVISION","Region 6","Texas","Community water system","45","-","-","5","3","6"
"TX1230037","COUNTRY SIDE ESTATES","Region 6","Texas","Community water system","1,176","-","-","4","4","7"
"TX1230083","SUNCHASE SUBDIVISION","Region 6","Texas","Community water system","104","-","-","8","26","7"
"TX1013187","SUMMER LAKE RANCH","Region 6","Texas","Community water system","366","-","-","9","12","4"
"TX1013189","COUNTRY CLUB GREENS","Region 6","Texas","Community water system","405","-","-","8","1","5"
"TX1011687","ATASCOCITA ACRES SUBDIVISION","Region 6","Texas","Community water system","381","-","-","12","1","7"
"TX1840108","TIMBERCREEK VALLEY","Region 6","Texas","Community water system","180","-","-","12","4","7"
"TX2200326","NORTH RIDGE ESTATES","Region 6","Texas","Community water system","135","-","-","9","0","8"
"TX2200329","NORTH FORK ESTATES","Region 6","Texas","Community water system","591","-","-","16","0","8"
"TX2200338","SAVANNA ESTATES","Region 6","Texas","Community water system","333","-","-","9","0","9"
"TX2200341","VAN ZANDT FARMS","Region 6","Texas","Community water system","699","-","-","18","1","6"
"TX2200343","CARSON RANCH","Region 6","Texas","Community water system","948","-","-","14","2","5"
"TX2200344","THE RESORT AT EAGLE MOUNTAIN LAKE","Region 6","Texas","Community water system","1,020","-","-","18","6","5"
"TX2200348","PRAIRIE RIDGE ESTATES","Region 6","Texas","Community water system","315","-","-","11","0","5"
"TX2490013","KILLOUGH ADDITION","Region 6","Texas","Community water system","78","-","-","8","0","9"
"TX2490030","DECATUR ACRES WATER","Region 6","Texas","Community water system","210","-","-","10","13","9"
"TX2490031","SINGING MEADOWS SUBDIVISION","Region 6","Texas","Community water system","114","-","-","8","0","9"
"TX2490032","KINGS REST SUBDIVISION","Region 6","Texas","Community water system","63","-","-","8","1","9"
"TX2490036","OLD CHISOLM ESTATES","Region 6","Texas","Community water system","372","-","-","25","0","9"
"TX2490037","STONEGATE WATER","Region 6","Texas","Community water system","195","-","-","9","4","7"
"TX2490040","SUNSHINE MEADOWS WATER UTILITY","Region 6","Texas","Community water system","810","-","-","22","2","8"
"TX2490042","HIGHLAND MEADOWS WATER SYSTEM","Region 6","Texas","Community water system","216","-","-","11","3","9"
"TX2490045","STRAWBERRY ESTATES","Region 6","Texas","Community water system","111","-","-","8","0","9"
"TX2490047","MESA RIDGE SUBDIVISION","Region 6","Texas","Community water system","153","-","-","9","1","9"
"TX0730015","MOOREVILLE WSC","Region 6","Texas","Community water system","162","-","-","11","19","5"
"TX2270327","LAKECLIFF ON LAKE TRAVIS","Region 6","Texas","Community water system","234","-","-","11","2","5"
"TX2270342","CANYON RIDGE SPRINGS","Region 6","Texas","Community water system","87","-","-","15","15","4"
"TX2270354","BRIARCREEK SUBDIVISION","Region 6","Texas","Community water system","2,769","-","-","5","13","4"
"TX1110080","NOLAN CREEK ESTATES","Region 6","Texas","Community water system","159","-","-","8","0","9"
"TX0640002","CITY OF CARRIZO SPRINGS","Region 6","Texas","Community water system","6,500","-","-","27","73","6"
"TX2370017","QUAIL HOLLOW MOBILE HOME PARK","Region 6","Texas","Community water system","78","-","-","8","11","6"
"TX1010809","BAMMEL OAKS ESTATES 1","Region 6","Texas","Community water system","33","-","-","4","1","6"
"TX1010810","BAMMEL OAKS ESTATES 2","Region 6","Texas","Community water system","234","-","-","12","2","7"
"TX1070032","UNION HILL WSC","Region 6","Texas","Community water system","483","-","-","10","2","7"
"TX1070059","LAKE UTILITY CO","Region 6","Texas","Community water system","348","-","-","8","0","6"
"TX1013089","HERON LAKES ESTATES","Region 6","Texas","Community water system","2,640","-","-","18","1","4"
"TX1013103","STABLE GATES","Region 6","Texas","Community water system","744","-","-","9","2","4"
"TX1010099","BERGVILLE ADDITION","Region 6","Texas","Community water system","27","-","-","7","2","6"
"TX1010100","MARY FRANCIS SUBDIVISION","Region 6","Texas","Community water system","1,659","-","-","16","28","6"
"TX1010116","COLONIAL HILLS","Region 6","Texas","Community water system","930","-","-","10","0","6"
"TX1013127","FAIRWAY CROSSING","Region 6","Texas","Community water system","516","-","-","8","4","4"
"TX1260072","SHADY MEADOWS ESTATES","Region 6","Texas","Community water system","150","-","-","19","17","10"
"TX1260101","WALDEN ESTATES","Region 6","Texas","Community water system","279","-","-","16","1","10"
"TX1160011","ROCKWALL EAST MINI RANCH","Region 6","Texas","Community water system","117","-","-","10","2","7"
"TX1160028","HOLIDAY ESTATES WATER","Region 6","Texas","Community water system","216","-","-","6","10","8"
"TX1340019","LONDON WATER SYSTEM","Region 6","Texas","Community water system","90","-","-","5","7","7"
"TX1013144","CLASSIC PINES SUBDIVISION","Region 6","Texas","Community water system","249","-","-","9","6","4"
"TX1300034","WALNUT HILLS","Region 6","Texas","Community water system","546","-","-","8","0","7"
"TX1010254","CYPRESS PLACE","Region 6","Texas","Community water system","147","-","-","11","0","6"
"TX1010288","MOBILE HOME ESTATES","Region 6","Texas","Community water system","543","-","-","11","0","7"
"TX1840011","TANGLEWOOD ESTATES","Region 6","Texas","Community water system","597","-","-","18","3","8"
"TX1840012","LIVE OAK HILLS ADDITION","Region 6","Texas","Community water system","294","-","-","9","3","8"
"TX1700529","LAKE CREEK FOREST","Region 6","Texas","Community water system","753","-","-","11","0","6"
"TX1700543","LAKE CONROE VILLAGE","Region 6","Texas","Community water system","603","-","-","9","3","7"
"TX2280031","PORT ADVENTURE","Region 6","Texas","Community water system","298","-","-","12","6","6"
"TX0610236","STONE VALLEY FARM","Region 6","Texas","Community water system","228","-","-","11","1","4"
"TX1700555","CIMARRON COUNTRY","Region 6","Texas","Community water system","702","-","-","12","1","8"
"TX1700601","BRUSHY CREEK UTILITY","Region 6","Texas","Community water system","330","-","-","10","2","6"
"TX2270210","INDIAN SPRINGS SUBDIVISION","Region 6","Texas","Community water system","162","-","-","4","29","5"
"TX2270212","SHADY HOLLOW ESTATES WSC","Region 6","Texas","Community water system","711","-","-","13","3","5"
"TX1840017","AGNES SUBDIVISION","Region 6","Texas","Community water system","54","-","-","13","0","9"
"TX0860106","HARPER WATER SYSTEM","Region 6","Texas","Community water system","321","-","-","5","2","5"
"TX1010622","WESTGATE SUBDIVISION","Region 6","Texas","Community water system","147","-","-","9","0","6"
"TX0200258","SHARONDALE SUBDIVISION","Region 6","Texas","Community water system","87","-","-","5","1","8"
"TX0200337","COUNTRY CREEK ESTATES WATER SYSTEM","Region 6","Texas","Community water system","198","-","-","9","2","7"
"TX0200341","VILLAGE TRACE WATER SYSTEM","Region 6","Texas","Community water system","453","-","-","8","0","9"
"TX0200349","HEIGHTS COUNTRY SUBDIVISION","Region 6","Texas","Community water system","105","-","-","9","0","8"
"TX0200363","STERLING ESTATES","Region 6","Texas","Community water system","105","-","-","9","2","7"
"TX0370052","EAGLES BLUFF","Region 6","Texas","Community water system","1,302","-","-","12","1","7"
"TX0790261","NIAGRA PUBLIC WATER SUPPLY","Region 6","Texas","Community water system","165","-","-","8","9","8"
"TX0490042","FRF WATER SYSTEMS 1 3 4 5 6 7 8","Region 6","Texas","Community water system","279","-","-","35","3","7"
"TX1010163","KENWOOD SUBDIVISION WATER SYSTEM","Region 6","Texas","Community water system","156","-","-","9","0","6"
"TX1010216","STETNER ADDITION","Region 6","Texas","Community water system","135","-","-","9","2","9"
"TX1011084","BOUDREAUX GARDENS","Region 6","Texas","Community water system","123","-","-","7","23","4"
"TX1700061","PINEY POINT SUBDIVISION","Region 6","Texas","Community water system","225","-","-","8","1","8"
"TX1700078","PINE VISTA MOBILE HOME VILLAGE","Region 6","Texas","Community water system","210","-","-","8","0","8"
"TX1700096","CRYSTAL FOREST SUBDIVISION","Region 6","Texas","Community water system","543","-","-","16","8","7"
"TX1700106","FOREST WOODS SUBDIVISION","Region 6","Texas","Community water system","183","-","-","9","2","8"
"TX1700128","WALNUT SPRINGS","Region 6","Texas","Community water system","534","-","-","13","1","7"
"TX1110083","HUNTERWOOD SUBDIVISION WATER SYSTEM","Region 6","Texas","Community water system","462","-","-","16","0","8"
"TX1110087","SUNCHASE MEADOWS","Region 6","Texas","Community water system","258","-","-","18","62","8"
"TX1110088","NORTH FORK CREEK II","Region 6","Texas","Community water system","375","-","-","18","1","7"
"TX1110089","COUNTRY MEADOWS SUBDIVISION","Region 6","Texas","Community water system","354","-","-","12","0","8"
"TX1011803","OAKWOOD VILLAGE MOBILE HOME SUBDIVISION","Region 6","Texas","Community water system","171","-","-","8","0","6"
"TX1011510","MARKS GLEN SUBDIVISION","Region 6","Texas","Community water system","258","-","-","10","9","6"
"TX1011536","KITZWOOD SUBDIVISION","Region 6","Texas","Community water system","90","-","-","6","1","6"
"TX1580016","CRESTWOOD WATER CO","Region 6","Texas","Community water system","651","-","-","18","6","7"
"TX1050111","MOUNTAIN CREST WATER","Region 6","Texas","Community water system","288","-","-","9","1","5"
"TX1050134","SIERRA WEST SUBDIVISION","Region 6","Texas","Community water system","381","-","-","13","5","4"
"TX1070233","HIGH POINT WATER CO","Region 6","Texas","Community water system","132","-","-","8","0","7"
"TX1010011","GREENWOOD VILLAGE","Region 6","Texas","Community water system","2,250","-","-","20","36","5"
"TX1011955","PEEK ROAD UTILITIES","Region 6","Texas","Community water system","483","-","-","11","0","6"
"TX1110076","RIVER RUN SUBDIVISION","Region 6","Texas","Community water system","276","-","-","8","2","8"
"TX1110077","SUNSET ACRES SUBDIVISION","Region 6","Texas","Community water system","132","-","-","14","0","8"
"TX1011014","BRITTMOORE UTILITY","Region 6","Texas","Community water system","2,871","-","-","24","4","6"
"TX1300032","STONEGATE WATER SYSTEM","Region 6","Texas","Community water system","309","-","-","12","0","6"
"TX1330041","LOMA VISTA WATER SYSTEM","Region 6","Texas","Community water system","3,246","-","-","34","0","5"
"TX1330062","AQUA VISTA UTILITIES","Region 6","Texas","Community water system","282","-","-","13","3","5"
"TX1011633","OAK MANOR","Region 6","Texas","Community water system","102","-","-","6","5","5"
"TX1011647","CREEKSIDE ESTATES SOUTH","Region 6","Texas","Community water system","366","-","-","9","0","5"
"TX1011651","CYPRESS FIELDS SUBDIVISION","Region 6","Texas","Community water system","441","-","-","12","22","8"
"TX1460033","MAYWOOD ACRES","Region 6","Texas","Community water system","129","-","-","5","2","6"
"TX1260067","PEACEFUL MEADOWS SUBDIVISION","Region 6","Texas","Community water system","132","-","-","9","1","10"
"TX1260071","SHADY HILLS ESTATES WATER SYSTEM","Region 6","Texas","Community water system","141","-","-","16","1","10"
"TX1110102","SUNSET CANYON WATER MOORE ESTATES","Region 6","Texas","Community water system","99","-","-","9","57","7"
"TX1110112","MALLARD POINTE SUBDIVISION","Region 6","Texas","Community water system","477","-","-","22","1","9"
"TX1110115","PENINSULA ADDITION","Region 6","Texas","Community water system","282","-","-","10","0","8"
"TX1840013","ASHCREEK ADDITION","Region 6","Texas","Community water system","354","-","-","19","5","8"
"TX1840016","LA JUNTA","Region 6","Texas","Community water system","90","-","-","9","0","8"
"TX1840018","LAZY BEND ESTATES","Region 6","Texas","Community water system","123","-","-","8","3","7"
"TX1840021","SHANGRI LA SUBDIVISION","Region 6","Texas","Community water system","438","-","-","28","3","10"
"TX1840035","FLAT ROCK ESTATES","Region 6","Texas","Community water system","99","-","-","12","0","7"
"TX1840037","DEER BUTTE SUBDIVISION","Region 6","Texas","Community water system","228","-","-","10","3","7"
"TX1840038","LAGO LINDO ESTATES","Region 6","Texas","Community water system","120","-","-","16","1","8"
"TX1840047","REMUDA RANCH ESTATES","Region 6","Texas","Community water system","183","-","-","11","2","7"
"TX1840076","WINDSOR ESTATES","Region 6","Texas","Community water system","90","-","-","18","1","9"
"TX1700264","DEERWOOD SUBDIVISION","Region 6","Texas","Community water system","1,116","-","-","13","2","7"
"TX1700279","CARRIAGE HILLS","Region 6","Texas","Community water system","1,680","-","-","21","1","6"
"TX1700287","TURTLE CREEK","Region 6","Texas","Community water system","507","-","-","9","0","5"
"TX1700324","HUNTINGTON ESTATES","Region 6","Texas","Community water system","414","-","-","10","0","7"
"TX2200072","SLAY ESTATES","Region 6","Texas","Community water system","243","-","-","10","0","7"
"TX2410010","PYSSENS LIVE OAK ESTATES SUBDIVISION","Region 6","Texas","Community water system","138","-","-","15","2","7"
"TX1013041","PARK FOREST WATER SYSTEM","Region 6","Texas","Community water system","210","-","-","9","0","8"
"TX1110035","MOUNTAIN VIEW SUBDIVISION","Region 6","Texas","Community water system","960","-","-","35","0","7"
"TX2130021","SQUAW CREEK SUBDIVISION WATER SYSTEM","Region 6","Texas","Community water system","225","-","-","15","0","10"
"TX0610203","TRAIL CREEK WATER SYSTEM","Region 6","Texas","Community water system","834","-","-","19","1","8"
"TX1700852","ESTATES WOODLAND II","Region 6","Texas","Community water system","1,248","-","-","10","1","1"
