"PWS ID","PWS Name","EPA Region","Primacy Agency","PWS Type","Population Served Count","Cities Served","Counties Served","# of Facilities","# of Violations","# of Site Visits"
"TX0610209","CINNAMON RIDGE","Region 6","Texas","Community water system","618","-","Denton","26","0","8"
"TX0610210","DOVE HOLLOW WATER SYSTEM","Region 6","Texas","Community water system","177","-","Denton","8","0","8"
"TX0610212","WILLOW WOOD ADDITION MEADOW VISTA","Region 6","Texas","Community water system","342","-","Denton","15","1","7"
"TX0610218","SPRING HILL ESTATES","Region 6","Texas","Community water system","246","-","Denton","8","0","7"
"TX0610224","OLD STONY ESTATES","Region 6","Texas","Community water system","54","-","Denton","8","0","6"
"TX0610234","RADECKE ROAD WATER SYSTEM","Region 6","Texas","Community water system","45","-","Denton","8","1","8"
"TX0610237","WILLOW SPRINGS ADDITION","Region 6","Texas","Community water system","180","-","Denton","10","1","7"
"TX0460022","CANYON SPRINGS WATER","Region 6","Texas","Community water system","1,182","-","Comal","22","4","6"
"TX0010038","DOGWOOD HILLS NORTH","Region 6","Texas","Community water system","177","-","Anderson","4","4","8"
"TX0010039","DOGWOOD HILLS EAST","Region 6","Texas","Community water system","249","-","Anderson","4","2","9"
"TX0100030","BLUE MEDINA WATER","Region 6","Texas","Community water system","204","-","Bandera","35","1","7"
"TX0460063","CANYON LAKE MOBILE HOME ESTATES","Region 6","Texas","Community water system","1,656","-","Comal","22","15","6"
"TX0180072","LAME DUCK WATER SYSTEM","Region 6","Texas","Community water system","138","-","Bosque","8","0","7"
"TX0610163","SARATOGA ESTATES","Region 6","Texas","Community water system","456","-","Denton","12","6","9"
"TX0610164","FOXBANE COMBINED WS","Region 6","Texas","Community water system","1,362","-","Denton","37","1","7"
"TX2200291","RANCH OAKS SUBDIVISION","Region 6","Texas","Community water system","495","-","Tarrant","18","1","9"
"TX2200184","AVONDALE HEIGHTS","Region 6","Texas","Community water system","405","-","Tarrant","21","2","8"
"TX2200045","COTTONWOOD HILLS ESTATES","Region 6","Texas","Community water system","219","-","Tarrant","18","2","9"
"TX2200061","LINKWOOD ESTATES SUBDIVISION","Region 6","Texas","Community water system","381","-","Tarrant","17","2","9"
"TX2470022","EAGLE CREEK RANCH","Region 6","Texas","Community water system","2,346","-","Wilson","16","2","6"
"TX1550089","RIVERCREST WATER CO","Region 6","Texas","Community water system","291","-","McLennan","9","0","6"
"TX1550126","GOODALL WATER SYSTEM","Region 6","Texas","Community water system","171","-","McLennan","8","0","6"
"TX1550129","NORTH BOSQUE ESTATES WATER SUPPLY","Region 6","Texas","Community water system","297","-","McLennan","10","0","6"
"TX2040038","CAMILLA TWIN HARBOR","Region 6","Texas","Community water system","545","-","San Jacinto","23","2","6"
"TX2120045","ENCHANTED LAKES WATER SYSTEM","Region 6","Texas","Community water system","456","-","Smith","9","1","7"
"TX2120077","WWWW WATER SYSTEM","Region 6","Texas","Community water system","117","-","Smith","8","2","7"
"TX1700641","TIMBERLOCH ESTATES","Region 6","Texas","Community water system","645","-","Montgomery","10","1","6"
"TX1700651","INDIGO RANCH","Region 6","Texas","Community water system","345","-","Montgomery","8","0","4"
"TX1700657","WOODLAND RANCH","Region 6","Texas","Community water system","294","-","Montgomery","9","3","4"
"TX1610031","OAK HOLLOW SUBDIVISION","Region 6","Texas","Community water system","72","-","Matagorda","6","10","6"
"TX1610033","TIDEWATER OAKS SUBDIVISION","Region 6","Texas","Community water system","234","-","Matagorda","8","2","6"
"TX2280031","PORT ADVENTURE","Region 6","Texas","Community water system","298","-","Trinity","12","6","6"
"TX2350005","BRENTWOOD SUBDIVISION","Region 6","Texas","Community water system","456","-","Victoria","11","13","6"
"TX0610236","STONE VALLEY FARM","Region 6","Texas","Community water system","228","-","Denton","11","1","4"
"TX1070247","SAFARI WATER SYSTEM","Region 6","Texas","Community water system","462","-","Henderson","10","1","3"
"TX2490057","HIGHLAND HILLS","Region 6","Texas","Community water system","87","-","Wise","13","0","4"
"TX0790423","LAKES OF MISSION GROVE","Region 6","Texas","Community water system","138","-","Fort Bend","8","17","3"
"TX1700555","CIMARRON COUNTRY","Region 6","Texas","Community water system","702","-","Montgomery","12","2","8"
"TX1700601","BRUSHY CREEK UTILITY","Region 6","Texas","Community water system","330","-","Montgomery","10","2","6"
"TX2270210","INDIAN SPRINGS SUBDIVISION","Region 6","Texas","Community water system","162","-","Travis","4","29","6"
"TX2270212","SHADY HOLLOW ESTATES WSC","Region 6","Texas","Community water system","711","-","Travis","13","3","5"
"TX1840017","AGNES SUBDIVISION","Region 6","Texas","Community water system","54","-","Parker","13","0","9"
"TX1630026","COUNTRY VIEW ESTATES","Region 6","Texas","Community water system","300","-","Medina","17","0","7"
"TX1700216","OAKWOOD ACRES","Region 6","Texas","Community water system","225","-","Montgomery","9","1","7"
"TX0910139","HERITAGE ESTATES","Region 6","Texas","Community water system","57","-","Grayson","11","2","3"
"TX0610165","SONGBIRD ADDITION","Region 6","Texas","Community water system","294","-","Denton","17","3","8"
"TX0610201","PONDER ACRES WATER SYSTEM","Region 6","Texas","Community water system","108","-","Denton","9","2","6"
"TX0610009","WREN WATER SYSTEM","Region 6","Texas","Community water system","696","-","Denton","17","5","7"
"TX0790385","FULBROOK SUBDIVISION WATER PLANT","Region 6","Texas","Community water system","660","-","Fort Bend","9","0","7"
"TX0790389","SHADOW GROVE ESTATES","Region 6","Texas","Community water system","111","-","Fort Bend","8","0","9"
"TX0790396","ROSEMEADOWS III","Region 6","Texas","Community water system","435","-","Fort Bend","8","8","6"
"TX0920026","FOREST LAKE SUBDIVISION","Region 6","Texas","Community water system","339","-","Gregg","16","5","9"
"TX1010535","PINE TRAILS UTILITY","Region 6","Texas","Community water system","6,969","-","Harris","12","5","7"
"TX0200151","FLORA 7","Region 6","Texas","Community water system","45","-","Brazoria","6","0","9"
"TX0200152","CALICO FARMS SUBDIVISION","Region 6","Texas","Community water system","75","-","Brazoria","7","2","8"
"TX0200153","FLORA 6","Region 6","Texas","Community water system","51","-","Brazoria","5","0","7"
"TX0200189","MEADOWVIEW SUBDIVISION","Region 6","Texas","Community water system","129","-","Brazoria","10","0","8"
"TX0200211","WELLBORN ACRES","Region 6","Texas","Community water system","51","-","Brazoria","5","4","7"
"TX0200218","HASTINGS HOMEOWNERS WATER SYSTEM","Region 6","Texas","Community water system","177","-","Brazoria","8","2","8"
"TX0200223","PLEASANT MEADOWS SUBDIVISION","Region 6","Texas","Community water system","84","-","Brazoria","5","2","8"
"TX0200227","MORELAND SUBDIVISION BLOCK 3&4","Region 6","Texas","Community water system","93","-","Brazoria","8","1","8"
"TX0200229","WINDSONG SUBDIVISION","Region 6","Texas","Community water system","129","-","Brazoria","11","3","8"
"TX0200242","PALMETTO SUBDIVISION","Region 6","Texas","Community water system","120","-","Brazoria","9","0","8"
"TX1840076","WINDSOR ESTATES","Region 6","Texas","Community water system","90","-","Parker","18","1","9"
"TX1700264","DEERWOOD SUBDIVISION","Region 6","Texas","Community water system","1,116","-","Montgomery","13","2","8"
"TX1550130","BEHRINGER WATER SYSTEM","Region 6","Texas","Community water system","72","-","McLennan","8","0","7"
"TX1490017","LAKE VISTA UTILITY CO","Region 6","Texas","Community water system","708","-","Live Oak","16","3","8"
"TX1500043","PECAN UTILITIES OAK RIDGE SUBDIVISION","Region 6","Texas","Community water system","576","-","Llano","7","4","7"
"TX2130036","GREENFIELDS ON SQUAW CREEK","Region 6","Texas","Community water system","51","-","Somervell","9","1","7"
"TX2200185","EAGLES NEST","Region 6","Texas","Community water system","84","-","Tarrant","10","2","9"
"TX1700670","WHITE OAK RANCH SECTION ONE","Region 6","Texas","Community water system","177","-","Montgomery","9","5","5"
"TX1700665","GREENFIELD FOREST","Region 6","Texas","Community water system","1,485","-","Montgomery","19","0","4"
"TX2200186","FOREST ACRES GARDENS","Region 6","Texas","Community water system","405","-","Tarrant","9","48","8"
"TX2200208","LUNAR LANE WATER SYSTEM","Region 6","Texas","Community water system","681","-","Tarrant","24","0","8"
"TX2200277","SILVER CREEK ESTATES","Region 6","Texas","Community water system","147","-","Tarrant","9","5","10"
"TX2270282","BARTON CREEK LAKESIDE","Region 6","Texas","Community water system","792","-","Travis","21","3","7"
"TX2270327","LAKECLIFF ON LAKE TRAVIS","Region 6","Texas","Community water system","234","-","Travis","11","2","5"
"TX2270342","CANYON RIDGE SPRINGS","Region 6","Texas","Community water system","87","-","Travis","15","15","5"
"TX2270354","BRIARCREEK SUBDIVISION","Region 6","Texas","Community water system","2,769","-","Travis","5","13","5"
"TX1700529","LAKE CREEK FOREST","Region 6","Texas","Community water system","753","-","Montgomery","11","0","7"
"TX1700543","LAKE CONROE VILLAGE","Region 6","Texas","Community water system","603","-","Montgomery","9","3","8"
"TX1011084","BOUDREAUX GARDENS","Region 6","Texas","Community water system","123","-","Harris","7","25","4"
"TX1010254","CYPRESS PLACE","Region 6","Texas","Community water system","147","-","Harris","11","0","7"
"TX1010288","MOBILE HOME ESTATES","Region 6","Texas","Community water system","543","-","Harris","11","0","7"
"TX1010307","REDWOOD ESTATES MOBILE HOME PARK","Region 6","Texas","Community water system","510","-","Harris","9","2","6"
"TX1010334","SPRING CREEK FOREST","Region 6","Texas","Community water system","117","-","Harris","8","4","6"
"TX0860086","NORTHWEST HILLS WATER SUPPLY","Region 6","Texas","Community water system","222","-","Gillespie","23","32","6"
"TX2340033","TOE WATER SUPPLY CORPORATION","Region 6","Texas","Community water system","255","-","Van Zandt","16","38","6"
"TX1040003","CITY OF RULE","Region 6","Texas","Community water system","636","-","Haskell","11","32","7"
"TX1610007","MATAGORDA COUNTY WCID 6","Region 6","Texas","Community water system","1,392","-","Matagorda","11","10","6"
"TX1830012","REHOBETH WSC","Region 6","Texas","Community water system","1,071","-","Panola","8","6","8"
"TX2120017","LINDALE RURAL WSC","Region 6","Texas","Community water system","12,315","-","Smith","35","4","6"
"TX2390003","CHAPPELL HILL WSC","Region 6","Texas","Community water system","669","-","Washington","11","4","5"
"TX1010196","RALSTON ACRES WATER SUPPLY CORPORATION","Region 6","Texas","Community water system","330","-","Harris","9","21","7"
"TX2300005","GLENWOOD WSC","Region 6","Texas","Community water system","3,048","-","Upshur","37","26","7"
"TX1010684","HARRIS COUNTY WCID 99","Region 6","Texas","Community water system","1,506","-","Harris","13","2","6"
"TX1011929","RICHEY ROAD MUD","Region 6","Texas","Community water system","651","-","Harris","13","2","6"
"TX0640002","CITY OF CARRIZO SPRINGS","Region 6","Texas","Community water system","6,500","-","Dimmit","27","74","6"
"TX2370017","QUAIL HOLLOW MOBILE HOME PARK","Region 6","Texas","Community water system","78","-","Waller","8","11","7"
"TX1010099","BERGVILLE ADDITION","Region 6","Texas","Community water system","27","-","Harris","7","4","7"
"TX1010100","MARY FRANCIS SUBDIVISION","Region 6","Texas","Community water system","1,659","-","Harris","16","28","7"
"TX1010116","COLONIAL HILLS","Region 6","Texas","Community water system","930","-","Harris","10","0","7"
"TX1011955","PEEK ROAD UTILITIES","Region 6","Texas","Community water system","483","-","Harris","11","0","7"
"TX1110076","RIVER RUN SUBDIVISION","Region 6","Texas","Community water system","276","-","Hood","8","2","8"
"TX1110077","SUNSET ACRES SUBDIVISION","Region 6","Texas","Community water system","132","-","Hood","14","0","8"
"TX1011014","BRITTMOORE UTILITY","Region 6","Texas","Community water system","2,871","-","Harris","24","4","7"
"TX1300032","STONEGATE WATER SYSTEM","Region 6","Texas","Community water system","309","-","Kendall","12","0","7"
"TX1300034","WALNUT HILLS","Region 6","Texas","Community water system","546","-","Kendall","8","0","7"
"TX1300036","TEN WEST RANCHES","Region 6","Texas","Community water system","135","-","Kendall","8","3","6"
"TX1330009","GUADALUPE HEIGHTS UTILITY","Region 6","Texas","Community water system","654","-","Kerr","16","0","6"
"TX1330010","CENTER POINT TAYLOR SYSTEM","Region 6","Texas","Community water system","492","-","Kerr","17","3","7"
"TX1330011","INGRAM WATER SUPPLY","Region 6","Texas","Community water system","5,238","-","Kerr","49","1","7"
"TX1110079","BLUE WATER SHORES","Region 6","Texas","Community water system","927","-","Hood","11","0","7"
"TX1110080","NOLAN CREEK ESTATES","Region 6","Texas","Community water system","159","-","Hood","8","0","10"
"TX1110083","HUNTERWOOD SUBDIVISION WATER SYSTEM","Region 6","Texas","Community water system","462","-","Hood","16","0","9"
"TX1110087","SUNCHASE MEADOWS","Region 6","Texas","Community water system","258","-","Hood","18","62","9"
"TX1110088","NORTH FORK CREEK II","Region 6","Texas","Community water system","375","-","Hood","18","1","8"
"TX1110089","COUNTRY MEADOWS SUBDIVISION","Region 6","Texas","Community water system","354","-","Hood","12","0","9"
"TX1011633","OAK MANOR","Region 6","Texas","Community water system","102","-","Harris","6","5","6"
"TX1011647","CREEKSIDE ESTATES SOUTH","Region 6","Texas","Community water system","366","-","Harris","9","0","6"
"TX1011651","CYPRESS FIELDS SUBDIVISION","Region 6","Texas","Community water system","441","-","Harris","12","23","9"
"TX1460033","MAYWOOD ACRES","Region 6","Texas","Community water system","129","-","Liberty","5","2","7"
"TX1260067","PEACEFUL MEADOWS SUBDIVISION","Region 6","Texas","Community water system","132","-","Johnson","9","1","11"
"TX1260071","SHADY HILLS ESTATES WATER SYSTEM","Region 6","Texas","Community water system","141","-","Johnson","16","1","11"
"TX1110102","SUNSET CANYON WATER MOORE ESTATES","Region 6","Texas","Community water system","99","-","Hood","9","57","7"
"TX1110112","MALLARD POINTE SUBDIVISION","Region 6","Texas","Community water system","477","-","Hood","22","1","10"
"TX1110115","PENINSULA ADDITION","Region 6","Texas","Community water system","282","-","Hood","10","0","8"
"TX1110116","BENTWATER ON LAKE GRANBURY","Region 6","Texas","Community water system","1,143","-","Hood","22","1","7"
"TX1013050","LAKES OF ROSEHILL WATER SYSTEM","Region 6","Texas","Community water system","1,242","-","Harris","21","10","8"
"TX1070198","LAKE PALESTINE WATER","Region 6","Texas","Community water system","2,220","-","Henderson","24","0","7"
"TX1070233","HIGH POINT WATER CO","Region 6","Texas","Community water system","132","-","Henderson","8","0","7"
"TX1010011","GREENWOOD VILLAGE","Region 6","Texas","Community water system","2,436","-","Harris","20","38","6"
"TX1550072","WESTERN HILLS WATER SYSTEM","Region 6","Texas","Community water system","2,589","-","McLennan","41","5","5"
"TX1160064","QUINLAN SOUTH SUBDIVISION","Region 6","Texas","Community water system","111","-","Hunt","14","6","7"
"TX1160066","BARROW SUBDIVISION","Region 6","Texas","Community water system","327","-","Hunt","12","1","8"
"TX1160067","CRAZY HORSE SUBDIVISION","Region 6","Texas","Community water system","513","-","Hunt","18","1","8"
"TX1160079","OAK RIDGE ESTATES","Region 6","Texas","Community water system","57","-","Hunt","6","2","8"
"TX1160093","COUNTRY WOOD ESTATES","Region 6","Texas","Community water system","384","-","Hunt","24","6","7"
"TX1110017","LONG CREEK WATER","Region 6","Texas","Community water system","327","-","Hood","15","7","8"
"TX1110024","ROCK HARBOR ESTATES","Region 6","Texas","Community water system","387","-","Hood","16","2","7"
"TX1110026","SANDY BEACH SUBDIVISION","Region 6","Texas","Community water system","498","-","Hood","10","2","8"
"TX1110027","WHIPPOORWILL BAY SUBDIVISION","Region 6","Texas","Community water system","666","-","Hood","19","6","8"
"TX1110028","BRAZOS RIVER ACRES","Region 6","Texas","Community water system","336","-","Hood","13","0","9"
"TX1110042","BOYNTON WATER","Region 6","Texas","Community water system","195","-","Hood","13","8","8"
"TX1110045","RIVER COUNTRY ACRES","Region 6","Texas","Community water system","171","-","Hood","12","0","7"
"TX1110052","EASTWOOD VILLAGE","Region 6","Texas","Community water system","465","-","Hood","11","1","8"
"TX1110059","LAKE COUNTRY ACRES","Region 6","Texas","Community water system","456","-","Hood","14","2","9"
"TX1110074","NORTH FORK CREEK","Region 6","Texas","Community water system","171","-","Hood","9","2","9"
"TX1330036","ERLUND SUBDIVISION","Region 6","Texas","Community water system","753","-","Kerr","12","0","6"
"TX1330041","LOMA VISTA WATER SYSTEM","Region 6","Texas","Community water system","3,246","-","Kerr","34","0","5"
"TX1330062","AQUA VISTA UTILITIES","Region 6","Texas","Community water system","282","-","Kerr","13","3","6"
"TX1050029","CHAPARRAL WATER SYSTEM HAYS","Region 6","Texas","Community water system","438","-","Hays","50","32","6"
"TX1050037","WOODCREEK UTILITY CO 1","Region 6","Texas","Community water system","1,753","-","Hays","15","9","8"
"TX1050039","WOODCREEK UTILITY CO 2","Region 6","Texas","Community water system","1,914","-","Hays","24","39","9"
"TX1050058","SOUTHWEST TERRITORY","Region 6","Texas","Community water system","315","-","Hays","14","5","4"
"TX1050068","CARDINAL VALLEY WATER","Region 6","Texas","Community water system","195","-","Hays","10","17","7"
"TX1050080","GRANITE CREEK WSC","Region 6","Texas","Community water system","186","-","Hays","13","0","7"
"TX1050082","COPPER HILLS WATER SYSTEM","Region 6","Texas","Community water system","141","-","Hays","12","2","5"
"TX1550021","CHINA SPRING WATER CO","Region 6","Texas","Community water system","1,746","-","McLennan","25","0","5"
"TX1550049","NORTH COUNTY WATER SUPPLY","Region 6","Texas","Community water system","567","-","McLennan","9","0","6"
"TX0200248","PLEASANTDALE SUBDIVISION","Region 6","Texas","Community water system","48","-","Brazoria","5","0","7"
"TX0200254","WESTWOOD SUBDIVISION","Region 6","Texas","Community water system","84","-","Brazoria","5","0","6"
"TX0200255","SANDY RIDGE SUBDIVISION","Region 6","Texas","Community water system","60","-","Brazoria","5","4","8"
"TX0150431","ESTATES UTILITY CO STONEGATE","Region 6","Texas","Community water system","276","-","Bexar","12","0","7"
"TX0200415","SOUTH MEADOWS EAST","Region 6","Texas","Community water system","360","-","Brazoria","11","1","7"
"TX0320015","CHEROKEE POINT WATER CO","Region 6","Texas","Community water system","186","-","Camp","8","3","7"
"TX1260010","OAKVIEW FARMS SUBDIVISION","Region 6","Texas","Community water system","225","-","Johnson","14","2","9"
"TX1160063","QUINLAN NORTH SUBDIVISION","Region 6","Texas","Community water system","189","-","Hunt","11","1","8"
"TX0790405","RIVERWOOD FOREST","Region 6","Texas","Community water system","678","-","Fort Bend","10","6","5"
"TX1011860","BERRY HILL ESTATES","Region 6","Texas","Community water system","144","-","Harris","9","0","6"
"TX1011861","ROLLING OAKS","Region 6","Texas","Community water system","285","-","Harris","9","4","7"
"TX1011865","TASFIELD","Region 6","Texas","Community water system","219","-","Harris","4","1","7"
"TX0720037","MOUNTAIN LAKES ADDITION","Region 6","Texas","Community water system","534","-","Erath","11","2","4"
"TX1330147","CHERRY RIDGE WATER","Region 6","Texas","Community water system","75","-","Kerr","9","0","6"
"TX1330155","SADDLEWOOD SUBDIVISION","Region 6","Texas","Community water system","339","-","Kerr","8","0","6"
"TX1330156","CYPRESS SPRINGS","Region 6","Texas","Community water system","183","-","Kerr","12","0","5"
"TX1460096","OAK MEADOWS II SUBDIVISION","Region 6","Texas","Community water system","105","-","Liberty","5","26","8"
"TX1460100","OAK MEADOWS III SUBDIVISION","Region 6","Texas","Community water system","141","-","Liberty","5","23","8"
"TX1460102","CEDAR ESTATES SUBDIVISION","Region 6","Texas","Community water system","246","-","Liberty","9","2","7"
"TX1460115","SOUTH DAYTON OAKS","Region 6","Texas","Community water system","69","-","Liberty","7","6","6"
"TX1460136","DAYTON OAKS ESTATE","Region 6","Texas","Community water system","216","-","Liberty","9","3","7"
"TX1460141","DAYTON CREEK WATER SYSTEM","Region 6","Texas","Community water system","225","-","Liberty","9","1","8"
"TX1330091","OAK FOREST SOUTH WATER SUPPLY","Region 6","Texas","Community water system","636","-","Kerr","12","1","6"
"TX1330097","NICKERSON FARM WATER SYSTEM","Region 6","Texas","Community water system","168","-","Kerr","13","1","6"
"TX1330101","SLEEPY HOLLOW","Region 6","Texas","Community water system","162","-","Kerr","9","0","6"
"TX1330107","PECAN VALLEY","Region 6","Texas","Community water system","114","-","Kerr","9","1","7"
"TX1330111","CENTER POINT NORTH WATER SYSTEM","Region 6","Texas","Community water system","237","-","Kerr","8","4","7"
"TX1330113","FOUR SEASONS","Region 6","Texas","Community water system","870","-","Kerr","10","2","6"
"TX1330124","NORTHWEST HILLS SUBDIVISION","Region 6","Texas","Community water system","315","-","Kerr","8","0","6"
"TX1330126","BEAR PAW WATER SYSTEM","Region 6","Texas","Community water system","354","-","Kerr","18","0","6"
"TX1330139","REAL OAKS SUBDIVISION","Region 6","Texas","Community water system","60","-","Kerr","9","0","6"
"TX1013187","SUMMER LAKE RANCH","Region 6","Texas","Community water system","366","-","Harris","9","12","5"
"TX1013189","COUNTRY CLUB GREENS","Region 6","Texas","Community water system","405","-","Harris","8","1","5"
"TX1011687","ATASCOCITA ACRES SUBDIVISION","Region 6","Texas","Community water system","381","-","Harris","12","1","8"
"TX1010809","BAMMEL OAKS ESTATES 1","Region 6","Texas","Community water system","33","-","Harris","4","1","7"
"TX1010810","BAMMEL OAKS ESTATES 2","Region 6","Texas","Community water system","234","-","Harris","12","2","7"
"TX1070032","UNION HILL WSC","Region 6","Texas","Community water system","483","-","Henderson","11","2","7"
"TX1070059","LAKE UTILITY CO","Region 6","Texas","Community water system","348","-","Henderson","8","0","6"
"TX1010915","NORTH WOODS ESTATES","Region 6","Texas","Community water system","102","-","Harris","5","0","6"
"TX1010947","CRICKETT HILL ESTATES","Region 6","Texas","Community water system","123","-","Harris","6","2","7"
"TX1013127","FAIRWAY CROSSING","Region 6","Texas","Community water system","645","-","Harris","8","4","4"
"TX1260101","WALDEN ESTATES","Region 6","Texas","Community water system","279","-","Johnson","16","1","11"
"TX1160011","ROCKWALL EAST MINI RANCH","Region 6","Texas","Community water system","117","-","Hunt","10","2","7"
"TX1160028","HOLIDAY ESTATES WATER","Region 6","Texas","Community water system","216","-","Hunt","6","11","8"
"TX1340019","LONDON WATER SYSTEM","Region 6","Texas","Community water system","90","-","Kimble","5","7","8"
"TX1013144","CLASSIC PINES SUBDIVISION","Region 6","Texas","Community water system","249","-","Harris","9","6","4"
"TX1013153","IMPERIAL VALLEY MHC","Region 6","Texas","Community water system","450","-","Harris","9","0","4"
"TX1013159","HUNTERS VILLAGE SUBDIVISION","Region 6","Texas","Community water system","90","-","Harris","5","4","4"
"TX1012806","ALTON THEISS SUBDIVISION","Region 6","Texas","Community water system","45","-","Harris","5","3","6"
"TX1230037","COUNTRY SIDE ESTATES","Region 6","Texas","Community water system","1,176","-","Jefferson","4","4","7"
"TX1230083","SUNCHASE SUBDIVISION","Region 6","Texas","Community water system","104","-","Jefferson","8","26","7"
"TX1011803","OAKWOOD VILLAGE MOBILE HOME SUBDIVISION","Region 6","Texas","Community water system","171","-","Harris","8","0","6"
"TX1011510","MARKS GLEN SUBDIVISION","Region 6","Texas","Community water system","258","-","Harris","10","9","6"
"TX1011536","KITZWOOD SUBDIVISION","Region 6","Texas","Community water system","90","-","Harris","6","1","6"
"TX1580016","CRESTWOOD WATER CO","Region 6","Texas","Community water system","651","-","Marion","18","6","8"
"TX1050111","MOUNTAIN CREST WATER","Region 6","Texas","Community water system","288","-","Hays","9","1","6"
"TX1050134","SIERRA WEST SUBDIVISION","Region 6","Texas","Community water system","381","-","Hays","13","5","4"
"TX1013089","HERON LAKES ESTATES","Region 6","Texas","Community water system","2,640","-","Harris","18","1","5"
"TX1013103","STABLE GATES","Region 6","Texas","Community water system","744","-","Harris","9","3","5"
"TX0200349","HEIGHTS COUNTRY SUBDIVISION","Region 6","Texas","Community water system","105","-","Brazoria","9","0","8"
"TX0200363","STERLING ESTATES","Region 6","Texas","Community water system","105","-","Brazoria","9","2","7"
"TX0200617","PALM CREST","Region 6","Texas","Community water system","117","-","Brazoria","8","15","4"
"TX0460185","GRUENE RIVER DEVELOPMENT","Region 6","Texas","Community water system","87","-","Comal","5","4","5"
"TX0370052","EAGLES BLUFF","Region 6","Texas","Community water system","1,302","-","Cherokee","12","1","8"
"TX0790261","NIAGRA PUBLIC WATER SUPPLY","Region 6","Texas","Community water system","165","-","Fort Bend","8","9","8"
"TX0490042","FRF WATER SYSTEMS 1 3 4 5 6 7 8","Region 6","Texas","Community water system","279","-","Cooke","35","3","7"
"TX1010163","KENWOOD SUBDIVISION WATER SYSTEM","Region 6","Texas","Community water system","156","-","Harris","9","0","7"
"TX1010216","STETNER ADDITION","Region 6","Texas","Community water system","135","-","Harris","9","2","9"
"TX0930042","WEST MAGNOLIA FOREST","Region 6","Texas","Community water system","93","-","Grimes","6","0","5"
"TX0860005","HARPER ROAD ESTATES","Region 6","Texas","Community water system","285","-","Gillespie","10","2","6"
"TX1260072","SHADY MEADOWS ESTATES","Region 6","Texas","Community water system","150","-","Johnson","19","17","11"
"TX1890011","CANDELARIA WSC","Region 6","Texas","Community water system","84","-","Presidio","9","236","9"
"TX2490010","CITY OF PARADISE","Region 6","Texas","Community water system","600","-","Wise","7","44","6"
"TX2510001","CITY OF DENVER CITY","Region 6","Texas","Community water system","4,636","-","Yoakum","36","14","9"
"TX1700690","DEL LAGO ESTATES WSC","Region 6","Texas","Community water system","189","-","Montgomery","11","6","5"
"TX1160005","CITY OF WOLFE CITY","Region 6","Texas","Community water system","1,420","-","Hunt","17","128","18"
"TX2400043","LOS BOTINES CAFE","Region 6","Texas","Community water system","54","-","Webb","3","226","0"
"TX2180001","CITY OF SONORA","Region 6","Texas","Community water system","3,027","-","Sutton","37","12","10"
"TX0580011","CITY OF ACKERLY","Region 6","Texas","Community water system","248","-","Dawson","15","59","9"
"TX0040002","CITY OF ROCKPORT","Region 6","Texas","Community water system","26,450","-","Aransas","26","4","8"
"TX0280012","TRI COMMUNITY WSC","Region 6","Texas","Community water system","1,698","-","Caldwell","13","50","6"
"TX1013205","HARRIS COUNTY LEADERSHIP ACADEMY","Region 6","Texas","Community water system","130","-","Harris","8","15","6"
"TX1450027","SOUTHEAST WSC SYSTEM 1","Region 6","Texas","Community water system","2,229","-","Leon","18","2","6"
"TX1450028","SOUTHEAST WSC SYSTEM 2","Region 6","Texas","Community water system","774","-","Leon","5","1","6"
